LBP,,,,,,,,,,,,,,,,,,,,
5050445,LILAcademic,LILENTERPRISE,"LinkedIn Learning provides organizations with access to high-quality learning content, an intuitive and personalized learning experience and administrative capabilities to manage learners, recommend content and measure performance.",LTS,Learning,,,,,,,,,,,,,,,
5056604,LILLibrary,LILENTERPRISE,"LinkedIn Learning for Library provides access to high-quality learning content (includes all languages available). Includes one master admin complimentary user. QTY reflects total
 population served.",LTS,Learning,,,,,,,,,,,,,,,
5068275,LILGovernment,LILENTERPRISE,"LinkedIn Learning provides organizations with access to high-quality learning content, an intuitive and personalized learning experience and administrative capabilities to manage learners, recommend content and measure performance.",LTS,Learning,,,,,,,,,,,,,,,
5050435,LILPartialCampusCommunity,LILENTERPRISE,"LinkedIn Learning for community colleges and vocational schools purchasing site license for specific defined audiences: faculty & staff, students, or departments",LTS,Learning,,,,,,,,,,,,,,,
5052476,LILProEN,LILENTERPRISE,"LinkedIn Learning Pro provides access to our own high-quality learning content alongside learning content hand-selected by you, all delivered through an intuitive, easy-to-use experience.",LTS,Learning,,,,,,,,,,,,,,,
5052486,LILProES,LILENTERPRISE,"LinkedIn Learning Pro provides access to our own high-quality learning content alongside learning content hand-selected by you, all delivered through an intuitive, easy-to-use experience.",LTS,Learning,,,,,,,,,,,,,,,
5052496,LILProDE,LILENTERPRISE,"LinkedIn Learning Pro provides access to our own high-quality learning content alongside learning content hand-selected by you, all delivered through an intuitive, easy-to-use experience.",LTS,Learning,,,,,,,,,,,,,,,
5052506,LILProFR,LILENTERPRISE,"LinkedIn Learning Pro provides access to our own high-quality learning content alongside learning content hand-selected by you, all delivered through an intuitive, easy-to-use experience.",LTS,Learning,,,,,,,,,,,,,,,
5052516,LILProJP,LILENTERPRISE,"LinkedIn Learning Pro provides access to our own high-quality learning content alongside learning content hand-selected by you, all delivered through an intuitive, easy-to-use experience.",LTS,Learning,,,,,,,,,,,,,,,
5052526,LILProALL,LILENTERPRISE,"LinkedIn Learning Pro provides access to our own high-quality learning content alongside learning content hand-selected by you, all delivered through an intuitive, easy-to-use experience.",LTS,Learning,,,,,,,,,,,,,,,
5050405,LILFullCampus,LILENTERPRISE,"LinkedIn Learning for Higher Education institutions purchasing site license for the entire campus, including faculty, staff, and students.",LTS,Learning,,,,,,,,,,,,,,,
5050415,LILPartialCampus,LILENTERPRISE,"LinkedIn Learning for Higher Education institutions purchasing site license for the entire campus, including faculty, staff, and students.",LTS,Learning,,,,,,,,,,,,,,,
5050425,LILFullCampusCommunity,LILENTERPRISE,"LinkedIn Learning for community colleges and vocational schools purchasing site license for the entire campus, including faculty, staff, and students",LTS,Learning,,,,,,,,,,,,,,,
5068287,LILProGovernment,LILENTERPRISE,"LinkedIn Learning Pro provides access to our own high-quality learning content alongside learning content hand-selected by you, all delivered through an intuitive, easy-to-use experience.",LTS,Learning,,,,,,,,,,,,,,,
5071249,LiLEnterpriseOnlineAll,LILENTERPRISE,"LinkedIn Learning for teams provides teams with access to high-quality learning content, an intuitive and personalized learning experience, and administrative capabilities to manage learners, recommend content, and measure learning engagement.",LTS,Learning,,,,,,,,,,,,,,,
5055478,LILContentTier0,LILCONTENT,Learning Content Tier 0,LTS,Learning,,,,,,,,,,,,,,,
5055488,LILContentTier1,LILCONTENT,Learning Content Tier 1,LTS,Learning,,,,,,,,,,,,,,,
5055498,LILContentTier2,LILCONTENT,Learning Content Tier 2,LTS,Learning,,,,,,,,,,,,,,,
5055508,LILContentTier3,LILCONTENT,Learning Content Tier 3,LTS,Learning,,,,,,,,,,,,,,,
5055518,LILContentTier4,LILCONTENT,Learning Content Tier 4,LTS,Learning,,,,,,,,,,,,,,,
5055528,LILContentTier5,LILCONTENT,Learning Content Tier 5,LTS,Learning,,,,,,,,,,,,,,,
5055538,LILContentTier6,LILCONTENT,Learning Content Tier 6,LTS,Learning,,,,,,,,,,,,,,,
5059833,LILContentGermanTier0,LILCONTENT,German Learning Content Tier 0,LTS,Learning,,,,,,,,,,,,,,,
5059843,LILContentGermanTier1,LILCONTENT,German Learning Content Tier 1,LTS,Learning,,,,,,,,,,,,,,,
5059853,LILContentGermanTier2,LILCONTENT,German Learning Content Tier 2,LTS,Learning,,,,,,,,,,,,,,,
5059863,LILContentGermanTier3,LILCONTENT,German Learning Content Tier 3,LTS,Learning,,,,,,,,,,,,,,,
5059873,LILContentGermanTier4,LILCONTENT,German Learning Content Tier 4,LTS,Learning,,,,,,,,,,,,,,,
5059883,LILContentGermanTier5,LILCONTENT,German Learning Content Tier 5,LTS,Learning,,,,,,,,,,,,,,,
5059893,LILContentGermanTier6,LILCONTENT,German Learning Content Tier 6,LTS,Learning,,,,,,,,,,,,,,,
5059905,LILContentFrenchTier0,LILCONTENT,French Learning Content Tier 0,LTS,Learning,,,,,,,,,,,,,,,
5059915,LILContentFrenchTier1,LILCONTENT,French Learning Content Tier 1,LTS,Learning,,,,,,,,,,,,,,,
5059925,LILContentFrenchTier2,LILCONTENT,French Learning Content Tier 2,LTS,Learning,,,,,,,,,,,,,,,
5059935,LILContentFrenchTier3,LILCONTENT,French Learning Content Tier 3,LTS,Learning,,,,,,,,,,,,,,,
5059945,LILContentFrenchTier4,LILCONTENT,French Learning Content Tier 4,LTS,Learning,,,,,,,,,,,,,,,
5059955,LILContentFrenchTier5,LILCONTENT,French Learning Content Tier 5,LTS,Learning,,,,,,,,,,,,,,,
5059965,LILContentFrenchTier6,LILCONTENT,French Learning Content Tier 6,LTS,Learning,,,,,,,,,,,,,,,
5059978,LILContentSpanishTier0,LILCONTENT,Spanish Learning Content Tier 0,LTS,Learning,,,,,,,,,,,,,,,
5059988,LILContentSpanishTier1,LILCONTENT,Spanish Learning Content Tier 1,LTS,Learning,,,,,,,,,,,,,,,
5059998,LILContentSpanishTier2,LILCONTENT,Spanish Learning Content Tier 2,LTS,Learning,,,,,,,,,,,,,,,
5060008,LILContentSpanishTier3,LILCONTENT,Spanish Learning Content Tier 3,LTS,Learning,,,,,,,,,,,,,,,
5060018,LILContentSpanishTier4,LILCONTENT,Spanish Learning Content Tier 4,LTS,Learning,,,,,,,,,,,,,,,
5060028,LILContentSpanishTier5,LILCONTENT,Spanish Learning Content Tier 5,LTS,Learning,,,,,,,,,,,,,,,
5060038,LILContentSpanishTier6,LILCONTENT,Spanish Learning Content Tier 6,LTS,Learning,,,,,,,,,,,,,,,
5060048,LILContentPortugueseTier0,LILCONTENT,Portuguese Learning Content Tier 0,LTS,Learning,,,,,,,,,,,,,,,
5060058,LILContentPortugueseTier1,LILCONTENT,Portuguese Learning Content Tier 1,LTS,Learning,,,,,,,,,,,,,,,
5060068,LILContentPortugueseTier2,LILCONTENT,Portuguese Learning Content Tier 2,LTS,Learning,,,,,,,,,,,,,,,
5060078,LILContentPortugueseTier3,LILCONTENT,Portuguese Learning Content Tier 3,LTS,Learning,,,,,,,,,,,,,,,
5060088,LILContentPortugueseTier4,LILCONTENT,Portuguese Learning Content Tier 4,LTS,Learning,,,,,,,,,,,,,,,
5060098,LILContentPortugueseTier5,LILCONTENT,Portuguese Learning Content Tier 5,LTS,Learning,,,,,,,,,,,,,,,
5060108,LILContentPortugueseTier6,LILCONTENT,Portuguese Learning Content Tier 6,LTS,Learning,,,,,,,,,,,,,,,
5060111,LILContentMandarinTier0,LILCONTENT,Mandarin Learning Content Tier 0,LTS,Learning,,,,,,,,,,,,,,,
5060121,LILContentMandarinTier1,LILCONTENT,Mandarin Learning Content Tier 1,LTS,Learning,,,,,,,,,,,,,,,
5060131,LILContentMandarinTier2,LILCONTENT,Mandarin Learning Content Tier 2,LTS,Learning,,,,,,,,,,,,,,,
5060141,LILContentMandarinTier3,LILCONTENT,Mandarin Learning Content Tier 3,LTS,Learning,,,,,,,,,,,,,,,
5060151,LILContentMandarinTier4,LILCONTENT,Mandarin Learning Content Tier 4,LTS,Learning,,,,,,,,,,,,,,,
5060161,LILContentMandarinTier5,LILCONTENT,Mandarin Learning Content Tier 5,LTS,Learning,,,,,,,,,,,,,,,
5060171,LILContentMandarinTier6,LILCONTENT,Mandarin Learning Content Tier 6,LTS,Learning,,,,,,,,,,,,,,,
5060189,LILContentJapaneseTier0,LILCONTENT,Japanese Learning Content Tier 0,LTS,Learning,,,,,,,,,,,,,,,
5060199,LILContentJapaneseTier1,LILCONTENT,Japanese Learning Content Tier 1,LTS,Learning,,,,,,,,,,,,,,,
5060209,LILContentJapaneseTier2,LILCONTENT,Japanese Learning Content Tier 2,LTS,Learning,,,,,,,,,,,,,,,
5060219,LILContentJapaneseTier3,LILCONTENT,Japanese Learning Content Tier 3,LTS,Learning,,,,,,,,,,,,,,,
5060229,LILContentJapaneseTier4,LILCONTENT,Japanese Learning Content Tier 4,LTS,Learning,,,,,,,,,,,,,,,
5060239,LILContentJapaneseTier5,LILCONTENT,Japanese Learning Content Tier 5,LTS,Learning,,,,,,,,,,,,,,,
5060249,LILContentJapaneseTier6,LILCONTENT,Japanese Learning Content Tier 6,LTS,Learning,,,,,,,,,,,,,,,
5311202,LihaRCORPTier1,RECRUITERPKG,LinkedIn Hiring Assistant (LIHA) Base SKU for RCORP,LTS,LIHA,,,,,,,,,,,,,,,
5311212,LihaRCORPTier2,RECRUITERPKG,LinkedIn Hiring Assistant (LIHA) Middle SKU for RCORP,LTS,LIHA,,,,,,,,,,,,,,,
5311222,LihaRCORPTier3,RECRUITERPKG,LinkedIn Hiring Assistant (LIHA) Premium SKU for RCORP,LTS,LIHA,,,,,,,,,,,,,,,
5311232,LihaRPSTier1,RECRUITERPKG,LinkedIn Hiring Assistant (LIHA) Base SKU for RPS,LTS,LIHA,,,,,,,,,,,,,,,
5311242,LihaRPSTier2,RECRUITERPKG,LinkedIn Hiring Assistant (LIHA) Middle SKU for RPS,LTS,LIHA,,,,,,,,,,,,,,,
5311252,LihaRPSTier3,RECRUITERPKG,LinkedIn Hiring Assistant (LIHA) Premium SKU for RPS,LTS,LIHA,,,,,,,,,,,,,,,
117004,lyndaBasicMonthlyPackage,LYNDASUBSPKG,Lynda.com Standard Monthly Subscription,LTS,Lynda,,,,,,,,,,,,,,,
117005,lyndaBasicAnnualPackage,LYNDASUBSPKG,Lynda.com Standard Annual Subscription,LTS,Lynda,,,,,,,,,,,,,,,
117006,lyndaBasicMonthly,LYNDASUBS,Lynda Standard Subscription Monthly,LTS,Lynda,,,,,,,,,,,,,,,
117007,lyndaBasicAnnual,LYNDASUBS,Lynda Standard Subscription Annual,LTS,Lynda,,,,,,,,,,,,,,,
117008,lyndaPremiumMonthlyPackage,LYNDASUBSPKG,Lynda.com Premium Monthly Subscription,LTS,Lynda,,,,,,,,,,,,,,,
117009,lyndaPremiumAnnualPackage,LYNDASUBSPKG,Lynda.com Premium Annual Subscription,LTS,Lynda,,,,,,,,,,,,,,,
117010,lyndaPremiumMonthly,LYNDASUBS,Lynda Premium Subscription Monthly,LTS,Lynda,,,,,,,,,,,,,,,
117011,lyndaPremiumAnnual,LYNDASUBS,Lynda Premium Subscription Annual,LTS,Lynda,,,,,,,,,,,,,,,
5068293,LyndaLibrary,LILENTERPRISE,Lynda for library customers (English content only). Includes one master admin complimentary user.,LTS,Lynda,,,,,,,,,,,,,,,
117012,LDCPMPCert,LYNDACOURSE,Lynda PMP certification course,LTS,Lynda,,,,,,,,,,,,,,,
118022,LDCSubBundle,LDCBNDL,Bundle of Lynda product,LTS,Lynda,,,,,,,,,,,,,,,
5124922,PremiumPage,SUBPKG,Single-seat Premium for Page,Premium,Premium Company Page,,,,,,,,,,,,,,,
5095285,PremiumCareer,SUBPKG,Premium Career,Premium,Premium Generic Products,,,,,,,,,,,,,,,
5095295,PremiumBusiness,SUBPKG,Premium Business,Premium,Premium Generic Products,,,,,,,,,,,,,,,
5241848,PremiumCareerDuo,SUBPKG,NPI - 4882 PRODUCT Premium Career Duo,Premium,Premium Multiseat,,,,,,,,,,,,,,,
5241858,PremiumBusinessDuo,SUBPKG,NPI - 4882 PRODUCT Premium Business Duo,Premium,Premium Multiseat,,,,,,,,,,,,,,,
5255644,PremiumSmallBusiness,SUBPKG,NPI - 5012 Premium Small Business,Premium,Premium Small Business,,,,,,,,,,,,,,,
5083684,RecruiterLiteTeams,RECRUITERPKG,Recruiter Lite for Teams,LTS,RLite,,,,,,,,,,,,,,,
5002777,hiringPlatformSMBPack1,HPPKG,Hiring Platform SMB Solution Pack 1,LTS,SMB Solution,,,,,,,,,,,,,,,
5002787,hiringPlatformSMBPack2,HPPKG,Hiring Platform SMB Solution Pack 2,LTS,SMB Solution,,,,,,,,,,,,,,,
5002797,hiringPlatformSMBPack3,HPPKG,Hiring Platform SMB Solution Pack 3,LTS,SMB Solution,,,,,,,,,,,,,,,
5002807,hiringPlatformSMBPack4,HPPKG,Hiring Platform SMB Solution Pack 4,LTS,SMB Solution,,,,,,,,,,,,,,,
5002817,hiringPlatformSMBPack5,HPPKG,Hiring Platform SMB Solution Pack 5,LTS,SMB Solution,,,,,,,,,,,,,,,
5002827,hiringPlatformSMBPack6,HPPKG,Hiring Platform SMB Solution Pack 6,LTS,SMB Solution,,,,,,,,,,,,,,,
5002837,hiringPlatformSMBPack7,HPPKG,Hiring Platform SMB Solution Pack 7,LTS,SMB Solution,,,,,,,,,,,,,,,
1301,adsPostpayPkg,ADSPKG,Ads Post-pay Package,LMS,,,,,,,,,,,,,,,,
1302,adsPostpayActivation,ADS,Ads Post-pay account creation,LMS,,,,,,,,,,,,,,,,
1303,adsInvoicePkg,ADSPKG,Ads Invoice Package,LMS,,,,,,,,,,,,,,,,
1304,adsInvoiceActivation,ADS,Ads invoice activation,LMS,,,,,,,,,,,,,,,,
1305,adsRcharge,ADS,Ads recurring charges,LMS,,,,,,,,,,,,,,,,
1306,adsRchargeServiceWrapper,ADSRCHARGEPKG,Ads recurring charges premium service wrapper (wraps around campaign charges lines),LMS,,,,,,,,,,,,,,,,
1307,adsPostpayPkg,ADSPKG,Ads Post-pay Package,LMS,,,,,,,,,,,,,,,,
1308,adsInvoicePkg,ADSPKG,Ads Invoice Package,LMS,,,,,,,,,,,,,,,,
1322,scinAdsRcharge,ADS,SCIN Ads Recurring Charges,LMS,,,,,,,,,,,,,,,,
1326,nativeAdsRchargeLMS,ADS,Native Ads Recurring Charges (LMS; holder to reserve product id for NPI),LMS,,,,,,,,,,,,,,,,
5258741,adsPrePaidCredit,ACCTBALADSPPC,LinkedIn ads prepaid credits that can be used for boosting a job post,LMS,,,,,,,,,,,,,,,,
1327,spinMailRcharge,ADS,Sponsored inMail Recurring Charges,LMS,,,,,,,,,,,,,,,,
5139323,AdsFree,SUBPKG,Single-seat Ads Free SKU,LMS,,,,,,,,,,,,,,,,
5139331,AdsFreeEntitlements,ENT,Ads Free Entitlements,LMS,,,,,,,,,,,,,,,,
111000,LssBundleTier0,LSSPKG,Sales Solutions Bundle Tier 0,LSS,,,,,,,,,,,,,,,,
111100,LssSeatTier0,LSSSEAT,Sales Solutions Seat Tier 0,LSS,,,,,,,,,,,,,,,,
112000,LssBundleTier1,LSSSEAT,Sales Solutions Bundle Tier 1,LSS,,,,,,,,,,,,,,,,
112001,LssBundleTier1_20InMail,LSSPKG,Sales Solutions Bundle Tier 1(20 inMails),LSS,,,,,,,,,,,,,,,,
112100,LssSeatTier1,LSSSEAT,Sales Solutions Seat Tier 1,LSS,,,,,,,,,,,,,,,,
113000,LssBundleTier2,LSSPKG,Sales Solutions Bundle Tier 2,LSS,,,,,,,,,,,,,,,,
113100,LssSeatTier2,LSSSEAT,Sales Solutions Seat Tier 2,LSS,,,,,,,,,,,,,,,,
114100,LssAdminSeat,LSSSEAT,Sales Solutions Admin Seat,LSS,,,,,,,,,,,,,,,,
115000,LssInMail,LSSINMAIL,Sales Solutions InMail,LSS,,,,,,,,,,,,,,,,
124000,LssBundleTier3,LSSPKG,Sales Solutions Bundle Tier 3,LSS,,,,,,,,,,,,,,,,
124100,LssSeatTier3,LSSSEAT,Sales Solutions Seat Tier 3,LSS,,,,,,,,,,,,,,,,
124200,LssSeatTeamlinkExtend,LSSSEAT,Sales Solutions Teamlink Extend Seat,LSS,,,,,,,,,,,,,,,,
124300,LssUsageReportSeat,LSSSEAT,Sales Solutions Usage Report Seat,LSS,,,,,,,,,,,,,,,,
5073467,SalesNavigatorTier2,LSSPKG,Sales Navigator Tier 2 plan,LSS,,,,,,,,,,,,,,,,
5073477,SalesNavigatorTeamLinkExtend,LSSSEAT,Sales Navigator Teamlink Extend Seat,LSS,,,,,,,,,,,,,,,,
5106528,LBPSNTier1MS,LSSPKG,LBP Sales Navigator Core (multi-seats),LSS,,,,,,,,,,,,,,,,
5095305,SalesNavigatorTier1,LSSPKG,Sales Navigator Core,LSS,,,,,,,,,,,,,,,,
5064639,LssSeatTeamlinkExtendAddon,LSSSEAT,Additional TeamLink Extend seats purchased with Customer's Sales Navigator Advanced or Advanced Plus purchase,LSS,,,,,,,,,,,,,,,,
5070922,OnePremiumSalesNavTier1,LSSPKG,Sales Navigator Tier 1 plan,LSS,,,,,,,,,,,,,,,,
5277842,LssSeatTier5,LSSPKG,Sales Solutions Seat Tier 5 for Small Business,LSS,,,,,,,,,,,,,,,,
5002757,hiringPlatformSourcerSeat,HPSEAT,Hiring Platform Sourcer seat,LTS,,,,,,,,,,,,,,,,
5002767,hiringPlatformManagerSeat,HPSEAT,Hiring Platform Manager seat,LTS,,,,,,,,,,,,,,,,
5116529,PremiumCareerEntitlements,ENT,Premium Career Entitlements,Premium,,,,,,,,,,,,,,,,
5116539,PremiumBusinessEntitlements,ENT,Premium Business Entitlements,Premium,,,,,,,,,,,,,,,,
5124939,PremiumPageEntitlements,ENT,Premium Page Entitlements,Premium,,,,,,,,,,,,,,,,
1311,jymbiiAdsRcharge,ADS,Jymbii Ads recurring charges,,,,,,,,,,,,,,,,,
1312,capSponsoredJYMBII,CAPJOBADSPKG,Job Ads Offline Invoice Package,,,,,,,,,,,,,,,,,
1313,capJobAdsRchargeServiceWrapper,CAPADSRCHARGEPKG,Cap JobAds recurring charges premium service wrapper (wraps around campaign charges lines),,,,,,,,,,,,,,,,,
1314,capSponsoredJYMBII,CAPJOBADSPKG,Job Ads Offline Invoice Package,,,,,,,,,,,,,,,,,
1321,capPrepaidSponsoredJYMBII,CAPJOBADSPKG,Job Ads Offline Prepaid Package,,,,,,,,,,,,,,,,,
1323,scinAdsRchargeServiceWrapper,ADSRCHARGEPKG,SCIN Ads Recurring Charges Premium Service Wrapper (wraps around campaign charges lines),,,,,,,,,,,,,,,,,
1324,slideShareLeadGenRcharge,ADS,SlideShare LeadGen Recurring Charges,,,,,,,,,,,,,,,,,
1325,nativeAdsRchargeLTS,ADS,Native Ads Recurring Charges (LTS; holder to reserve product id for NPI),,,,,,,,,,,,,,,,,
1400,cashAccountBalance,ACCTBALCASH,cash account balance,,,,,,,,,,,,,,,,,
1500,csAccountBalance,ACCTBALCS,cs granted account balance,,,,,,,,,,,,,,,,,
1600,jymbiiAccountBalanceCreate,ACCTBALJYMBII,jymbii offline account balance creation,,,,,,,,,,,,,,,,,
1601,prepaidJymbiiAccountBalanceCreate,ACCTBALJYMBII,prepaid jymbii offline account balance creation,,,,,,,,,,,,,,,,,
1602,prepaidJymbiiAccountBalanceExpire,JYMBIIEXPIRE,prepaid jymbii offline account balance expiration,,,,,,,,,,,,,,,,,
1603,prepaidJymbiiExpireServiceWrapper,JYMBIIEXPIREPKG,premium service wrapper (wraps around expire charges and account balance),,,,,,,,,,,,,,,,,
9901,MigSubsStub,SUBPKG,Migration only Subs Package Stub,,,,,,,,,,,,,,,,,
9921,MigSubsSwap,MIGSWAPSUB,Auto Swap of Migration Sub to Regular Sub,,,,,,,,,,,,,,,,,
9922,MigSubsBadges,MIGBADGESUB,Basic badges for subscriptions - for Migration only,,,,,,,,,,,,,,,,,
9923,MigEntitlements,MIGENT,Entitlements - for Migration only,,,,,,,,,,,,,,,,,
10000,SubsExchange,SUBEXCHANGE,Used for calculating credit on old sub,,,,,,,,,,,,,,,,,
10001,SubsPersonalPlus,SUBPKG,Personal Plus subscription,,,,,,,,,,,,,,,,,
10002,SubsBusiness,SUBPKG,Business subscription,,,,,,,,,,,,,,,,,
10003,SubsBusinessPlus,SUBPKG,Business Plus subscription,,,,,,,,,,,,,,,,,
10004,SubsExecutive,SUBPKG,Executive subscription,,,,,,,,,,,,,,,,,
10005,SubsPro,SUBPKG,Pro subscription,,,,,,,,,,,,,,,,,
10006,SubsJobSeekerBasic,SUBPKG,Job Seeker Basic subscription,,,,,,,,,,,,,,,,,
10007,SubsJobSeeker,SUBPKG,Job Seeker subscription,,,,,,,,,,,,,,,,,
10008,SubsJobSeekerPlus,SUBPKG,Job Seeker Plus subscription,,,,,,,,,,,,,,,,,
10009,SubsJobSeekerPro,SUBPKG,Job Seeker Pro subscription,,,,,,,,,,,,,,,,,
10010,SubsTalentPersonal,SUBPKG,Talent Personal subscription,,,,,,,,,,,,,,,,,
10011,SubsTalentBasic,SUBPKG,Talent Basic subscription,,,,,,,,,,,,,,,,,
10012,SubsTalentFinder,SUBPKG,Talent Finder subscription,,,,,,,,,,,,,,,,,
10013,SubsTalentPro,SUBPKG,Talent Pro subscription,,,,,,,,,,,,,,,,,
10014,SubsBusiness2,SUBPKG,Business2 subscription,,,,,,,,,,,,,,,,,
10015,SubsBusinessPlus2,SUBPKG,BusinessPlus2 subscription,,,,,,,,,,,,,,,,,
10016,SubsExecutive2,SUBPKG,Executive2 subscription,,,,,,,,,,,,,,,,,
10017,SubsBusiness5inMail,SUBPKG,Business5inMail subscription,,,,,,,,,,,,,,,,,
10018,SubsProPlus,SUBPKG,Pro Plus subscription,,,,,,,,,,,,,,,,,
10019,SubsSFDC,SUBPKG,LinkedIn for Salesforce subscription,,,,,,,,,,,,,,,,,
10020,SubsSalesBasic,SUBPKG,Sales Basic subscription,,,,,,,,,,,,,,,,,
10021,SubsSalesNavigator,SUBPKG,Sales Navigator subscription,,,,,,,,,,,,,,,,,
10022,SubsSalesNavigatorPlus,SUBPKG,Sales Navigator Plus subscription,,,,,,,,,,,,,,,,,
10023,SubsSalesPro,SUBPKG,Sales Pro subscription,,,,,,,,,,,,,,,,,
10024,SubsSalesBasic2495,SUBPKG,Sales Basic subscription based on Business sub,,,,,,,,,,,,,,,,,
10025,SubsSalesBasic3995,SUBPKG,Sales Basic subscription based on LI4SF sub,,,,,,,,,,,,,,,,,
10026,SubsSalesTeamlink,SUBPKG,Sales Teamlink subscription,,,,,,,,,,,,,,,,,
10027,SubsSalesNavigatorWithoutCRM,SUBPKG,Sales Navigator subscription without the Salesforce,,,,,,,,,,,,,,,,,
10028,SubsSalesNavigatorPlusWithoutCRM,SUBPKG,Sales Navigator subscription without the Salesforce,,,,,,,,,,,,,,,,,
10029,SubsSalesProWithoutCRM,SUBPKG,Sales Navigator subscription without the Salesforce,,,,,,,,,,,,,,,,,
10030,SubsSpotlight,SUBPKG,Consumer Subscription plan,,,,,,,,,,,,,,,,,
10031,SubsJobSeekerLIL,SUBPKG,Job Seeker subscription with LIL,,,,,,,,,,,,,,,,,
10032,SubsJobSeekerLILPackage,SUBPKG,Bundle of Job Seeker subscription and LIL,,,,,,,,,,,,,,,,,
10033,SubsBusinessPlusWithLIL,SUBPKG,Bundle of Business Plus subscription and LIL,,,,,,,,,,,,,,,,,
10034,SubsJobSeekerWithLIL,SUBPKG,Bundle of Job Seeker subscription with Group and LIL,,,,,,,,,,,,,,,,,
10035,SubsExecutiveWithLIL,SUBPKG,Bundle of Executive subscription and LIL,,,,,,,,,,,,,,,,,
10036,SubsCareerWithLIL,SUBPKG,Bundle of Career subscription with Group and LIL,,,,,,,,,,,,,,,,,
10037,SubsCareerWithLynda,SUBPKG,Bundle of Career subscription with Group and LIL,,,,,,,,,,,,,,,,,
10038,SubsJobSeekerWithLynda,SUBPKG,Bundle of Career subscription with Group and LIL,,,,,,,,,,,,,,,,,
10039,SubsPremiumEssentials,SUBPKG,Premium Essentials Subscription,,,,,,,,,,,,,,,,,
10041,LILPremiumPkg,SUBPKG,LI Learning Premium Subscription,,,,,,,,,,,,,,,,,
11001,SubsInmails,INMSUB,Inmails for subscriptions,,,,,,,,,,,,,,,,,
12001,Entitlements,ENT,Entitlements,,,,,,,,,,,,,,,,,
13001,SubsBadges,BADGESUB,"Basic badges for subscriptions: openlink, subs icon",,,,,,,,,,,,,,,,,
14001,TeamRelationship,TEAM,TeamRelationship for provisioned bulk subscription,,,,,,,,,,,,,,,,,
20001,capActivationPremiumPkg,CAPACTIVATIONPKG,Cap contract activation and premium service creation package,,,,,,,,,,,,,,,,,
